tt0381707|White Chicks|2004|Comedy, Crime|Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.|Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison|1|0|Ended
tt0317740|The Italian Job|2003|Action, Crime, Thriller|After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.|Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham|1|0|Ended
tt0454945|She s the Man|2006|Comedy, Romance, Sport|When her brother decides to ditch for a couple weeks in London, Viola heads over to his elite boarding school, disguises herself as him, and proceeds to fall for one of her soccer teammates. Little does she realize she s not the only one with romantic troubles, as she, as he, gets in the middle of a series of intermingled love affairs.|Amanda Bynes, Channing Tatum, Laura Ramsey, Vinnie Jones|1|0|Ended
tt0071222|Black Christmas|2006|Horror, Mystery, Thriller|During their Christmas break, a group of sorority girls are stalked by a stranger.|Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon|1|0|Ended
tt0368667|Interstella 5555: The 5tory of the 5ecret 5tar 5ystem|2003|Animation, Action, Adventure|"A continuation of the story told in the Daft Punk music videos ""One More Time,"" ""Aerodynamic,"" ""Digital Love,"" and ""Harder, Better, Faster, Stronger."""|Romanthony, Thomas Bangalter|1|0|Ended
tt0945356|The Art of Negative Thinking|2006|Comedy, Drama|The local disability support group visits an involuntary member, not realizing that it will bring them to a critical mass.|Fridtjov Såheim, Kjersti Holmen, Henrik Mestad, Marian Saastad Ottesen|1|0|Ended
tt0926759|The First Day of the Rest of Your Life|2008|Drama|Five key days in a family s life.|Jacques Gamblin, Zabou Breitman, Déborah François, Marc-André Grondin|1|0|Ended
tt0277910|Schools Out|2008|Thriller|Nina and friends are stalked by a masked killer while vacationing on an island.|Katharina Wackernagel, Anne Kanis, Luise Bähr, Alexandra Finder|1|0|Ended
tt0454824|Flyboys|2006|Action, Adventure, Drama|The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country s first fighter pilots.|James Franco, Scott Hazell, Mac McDonald, Philip Winchester|1|0|Ended
tt0420609|Infamous|2006|Biography, Crime, Drama|N/A|Sigourney Weaver, Toby Jones, Gwyneth Paltrow, Sandra Bullock|1|0|Ended
tt1117523|Jackass 2.5|2007|Documentary, Action, Comedy|The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a  pee  gun on themselves, having a mini motor bike fracas in the grocery ...|Johnny Knoxville, Bam Margera, Preston Lacy, Dave England|1|0|Ended
tt0986213|Aaja Nachle|2007|Drama, Musical|A New York dance instructor returns to her home village in India after 11 years to find that the arts centre where she learned her craft is to be demolished and replaced with a shopping mall.|Madhuri Dixit, Darshan Jariwala, Raghuvir Yadav, Divya Dutta|1|0|Ended
tt1049413|Up|2009|Animation, Adventure, Comedy|Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.|Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson|1|0|Ended
tt1190080|2012|2009|Action, Adventure, Sci-Fi|A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.|John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton|1|0|Ended
tt0402894|Casanova|2005|Adventure, Comedy, Drama|Heath Ledger plays the fabled romantic as a man who, after failing to win the affection of a particular Venetian woman, strives to discover the real meaning of love.|Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt|1|0|Ended
tt0454919|Pulse|2006|Drama, Horror, Sci-Fi|When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.|Kristen Bell, Ian Somerhalder, Christina Milian, Rick Gonzalez|1|0|Ended
